WKT,INTERID,X_COORD,Y_COORD,POSTID,POSTDATE,TYPE,PENDING,RuleID
"POINT (-117.15556617916 32.7115200246919)","97862",6283116.00000000000,1839874.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.152832231185 32.7115400691808)","97863",6283957.00000000000,1839874.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.151921942286 32.7115412326722)","97865",6284237.00000000000,1839872.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.154652611468 32.7115184839029)","97866",6283397.00000000000,1839871.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.153744185068 32.7115237232275)","97867",6283676.44000000041,1839870.48300000001,fjessie,2019-01-31,I,N,"10"
"POINT (-117.150361262498 32.7115251512978)","97870",6284717.00000000000,1839862.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.14945752822 32.7115317457703)","97871",6284995.00100000016,1839862.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.148550490194 32.7115328606683)","97874",6285274.00100000016,1839860.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.168204832893 32.7110610215017)","97954",6279227.00000000000,1839741.00000000000,fjessie,2016-03-30,I,N,"10"
"POINT (-117.150358783306 32.7109644730672)","98018",6284716.00100000016,1839658.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.164673910992 32.7104083766374)","98098",6280311.00000000000,1839494.00000000000,fjessie,2016-03-30,I,N,"10"
"POINT (-117.162849061677 32.7104057940109)","98100",6280872.30499999970,1839488.14100000006,fjessie,2016-03-30,I,N,"10"
"POINT (-117.163760240288 32.7104008876633)","98101",6280592.01599999983,1839488.81099999999,fjessie,2016-03-30,I,N,"10"
"POINT (-117.159206001857 32.7104405638912)","98102",6281993.00000000000,1839491.00000000000,fjessie,2015-10-19,I,N,"10"
"POINT (-117.161936606621 32.7104149055424)","98105",6281153.00000000000,1839489.00000000000,fjessie,2015-09-06,I,N,"10"
"POINT (-117.160119384947 32.7104255811499)","98106",6281712.00100000016,1839488.00000000000,fjessie,2015-10-19,I,N,"10"
"POINT (-117.16103605342 32.7104133158858)","98107",6281430.00000000000,1839486.00000000000,fjessie,2015-10-19,I,N,"10"
"POINT (-117.157384694784 32.7104352879413)","98109",6282553.20700000040,1839484.19999999995,fjessie,2016-12-02,I,N,"10"
"POINT (-117.156468639562 32.710441474825)","98110",6282835.00000000000,1839484.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.154648169143 32.7104520936855)","98112",6283395.00000000000,1839483.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.158285745478 32.7104198598159)","98113",6282276.00000000000,1839481.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.155564807138 32.7104371180576)","98114",6283113.00000000000,1839479.99900000007,fjessie,2019-01-31,I,N,"10"
"POINT (-117.153741114087 32.7104504957042)","98115",6283674.00000000000,1839479.99900000007,fjessie,2019-01-31,I,N,"10"
"POINT (-117.152821112256 32.710454488352)","98116",6283957.00000000000,1839479.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.151910862688 32.7104584000674)","98119",6284237.00000000000,1839478.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.150356731727 32.7104450193944)","98125",6284715.00000000000,1839469.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.149446478896 32.7104489129448)","98127",6284995.00100000016,1839468.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.148549263669 32.7104554532963)","98128",6285271.00000000000,1839468.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.169270744877 32.7097722725293)","98218",6278895.00000000000,1839275.00000000000,rodonnell,2013-09-22,I,N,"10"
"POINT (-117.161912830887 32.7093733945588)","98291",6281156.99899999984,1839110.00000000000,fjessie,2015-09-06,I,N,"10"
"POINT (-117.162841153843 32.7093612220125)","98295",6280871.41000000015,1839108.07000000007,fjessie,2015-09-06,I,N,"10"
"POINT (-117.16102209413 32.7093772293189)","98296",6281431.00000000000,1839109.00000000000,fjessie,2015-10-19,I,N,"10"
"POINT (-117.158304439259 32.7093945239888)","98297",6282267.00000000000,1839107.99900000007,fjessie,2016-12-02,I,N,"10"
"POINT (-117.160105297802 32.7093757529346)","98299",6281713.00000000000,1839106.00000000000,fjessie,2015-10-19,I,N,"10"
"POINT (-117.159195088045 32.7093824667164)","98300",6281993.00000000000,1839106.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.157374668115 32.7093958741268)","98301",6282553.00000000000,1839106.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.165056157797 32.7093363715577)","98302",6280190.00000000000,1839105.00099999993,fjessie,2015-09-06,I,N,"10"
"POINT (-117.156451370154 32.7093944184152)","98305",6282837.00000000000,1839103.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.152804026911 32.7094211729605)","98306",6283959.00000000000,1839103.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.151897038765 32.7094250607764)","98307",6284238.00000000000,1839102.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.155547604961 32.70939556088)","98308",6283115.00000000000,1839101.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.154634143902 32.7094022648697)","98309",6283396.00000000000,1839101.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.153730350429 32.709400645712)","98310",6283674.00000000000,1839098.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.150349483673 32.7094171290772)","98312",6284714.00000000000,1839095.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.149452135546 32.7094099344889)","98322",6284990.00000000000,1839090.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.14855162086 32.7094110019769)","98324",6285267.00000000000,1839088.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.148548006888 32.7090564704087)","98403",6285267.00000000000,1838959.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.154648154491 32.7085946931807)","98494",6283389.14099999983,1838807.21600000001,fjessie,2019-01-31,I,N,"10"
"POINT (-117.160998184215 32.7083219766954)","98535",6281435.00000000000,1838725.00000000000,fjessie,2015-09-06,I,N,"10"
"POINT (-117.158274092047 32.7083420697502)","98536",6282272.99899999984,1838725.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.160091207742 32.7083259247736)","98538",6281714.00000000000,1838724.00000000000,fjessie,2015-10-19,I,N,"10"
"POINT (-117.159194011666 32.7083325425888)","98539",6281990.00000000000,1838724.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.153723034947 32.7083700073193)","98540",6283673.00000000000,1838723.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.155566891185 32.7083545631057)","98542",6283105.77799999993,1838722.30199999991,fjessie,2019-05-17,I,N,"10"
"POINT (-117.152790051945 32.7083740922722)","98543",6283960.00000000000,1838722.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.151883018334 32.7083724833735)","98546",6284239.00000000000,1838719.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.150332199686 32.7083618269484)","98552",6284716.00100000016,1838711.00000000000,fjessie,2019-05-17,I,N,"10"
"POINT (-117.14943172701 32.7083656491452)","98553",6284993.00000000000,1838710.00000000000,fjessie,2019-05-17,I,N,"10"
"POINT (-117.148544225851 32.7083666217447)","98559",6285266.00000000000,1838708.00000000000,fjessie,2019-05-17,I,N,"10"
"POINT (-117.169468263268 32.7081381817683)","98588",6278829.00100000016,1838681.00000000000,rodonnell,2013-09-22,I,N,"10"
"POINT (-117.169491175999 32.7078411712524)","98661",6278821.00000000000,1838573.00000000000,rodonnell,2013-09-22,I,N,"10"
"POINT (-117.154239906152 32.7079394570834)","98665",6283512.65099999961,1838567.72999999998,fjessie,2019-05-17,I,N,"10"
"POINT (-117.169399480289 32.7074653082771)","98737",6278848.00000000000,1838436.00000000000,rodonnell,2013-09-22,I,N,"10"
"POINT (-117.161733350348 32.7074904037361)","98739",6281206.21600000001,1838424.42299999995,fjessie,2015-09-06,I,N,"10"
"POINT (-117.154878023753 32.7074026563428)","98772",6283314.66899999976,1838374.12700000009,fjessie,2019-05-17,I,N,"10"
"POINT (-117.160210537437 32.70728885454)","98788",6281674.00000000000,1838347.00000000000,dcaponelli,2016-12-01,I,N,"10"
"POINT (-117.158266522055 32.7072921935534)","98794",6282272.00000000000,1838343.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.152798888332 32.7073323416474)","98795",6283954.00000000000,1838343.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.159192935313 32.7072826184936)","98798",6281987.00000000000,1838342.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.15370899288 32.7073174301566)","98799",6283674.00000000000,1838340.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.151878834618 32.7073280796003)","98802",6284237.00000000000,1838339.00000000000,fjessie,2019-01-31,I,N,"10"
"POINT (-117.160560233238 32.7068382653212)","98882",6281565.00000000000,1838184.00000000000,dcaponelli,2016-12-01,I,N,"10"
"POINT (-117.153709521016 32.7067347417744)","98928",6283672.00000000000,1838128.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.148533442336 32.7066708692061)","98953",6285264.00000000000,1838091.00000000000,fjessie,2019-05-17,I,N,"10"
"POINT (-117.155946013134 32.7064966756668)","98978",6282983.28600000031,1838047.35400000005,fjessie,2016-12-02,I,N,"10"
"POINT (-117.153223752975 32.7062820476462)","99024",6283819.99899999984,1837962.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.154637040104 32.7062645476784)","99025",6283385.20399999991,1837959.40200000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.15370150877 32.7062703019939)","99026",6283673.00000000000,1837959.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.151881898922 32.706283842734)","99028",6284232.77099999972,1837959.08000000007,fjessie,2016-12-02,I,N,"10"
"POINT (-117.152794374231 32.7062789526443)","99029",6283952.07000000030,1837959.72999999998,fjessie,2016-12-02,I,N,"10"
"POINT (-117.150349933591 32.70627832606)","99031",6284704.00000000000,1837953.00000000000,fjessie,2016-12-02,I,N,"10"
"POINT (-117.149429834913 32.7062685491304)","99039",6284987.00000000000,1837947.00000000000,fjessie,2019-05-17,I,N,"10"
"POINT (-117.148522823028 32.7062669155182)","99045",6285266.00000000000,1837944.00000000000,fjessie,2017-11-08,I,N,"10"
"POINT (-117.152793423542 32.7061623182699)","99071",6283951.99500000011,1837917.29199999990,fjessie,2016-12-02,I,N,"10"
"POINT (-117.15904934028 32.7059322606955)","99102",6282026.88700000010,1837850.31000000006,fjessie,2016-12-02,I,N,"10"
"POINT (-117.171065251729 32.7178888736396)","151878",6278369.10400000028,1842232.95600000001,fjessie,2018-08-14,I,N,"10"
"POINT (-117.167543115334 32.7106987399596)","162554",6279429.37899999972,1839607.39825000009,fjessie,2016-03-30,I,N,"10"
"POINT (-117.171106063755 32.7167293462205)","176058",6278352.82450000010,1841811.19299999997,fjessie,2018-08-14,I,N,"10"
"POINT (-117.16421582887 32.7088767629692)","177896",6280447.01724999957,1838935.51274999999,fjessie,2015-09-06,I,N,"10"
"POINT (-117.16388033105 32.7094099142072)","177897",6280551.91650000028,1839128.58599999989,fjessie,2015-09-06,I,N,"10"
"POINT (-117.157389111899 32.710994970872)","178487",6282553.62050000019,1839687.84300000011,fjessie,2015-10-19,I,,"10"
"POINT (-117.156474315539 32.7109934141779)","178488",6282835.00000000000,1839684.82899999991,fjessie,2015-10-19,I,,"10"
"POINT (-117.155338621067 32.7188794643165)","180809",6283209.24500000011,1842551.00000000000,fjessie,2016-06-03,I,,"10"
"POINT (-117.154844662097 32.719414071634)","180810",6283362.85749999993,1842744.18900000001,fjessie,2016-06-03,I,N,"10"
"POINT (-117.154753929785 32.7215451791503)","180811",6283397.49175000004,1843519.31425000005,fjessie,2016-06-03,I,,"10"
"POINT (-117.173113939961 32.7198568487242)","180832",6277745.33249999955,1842954.54199999990,fjessie,2016-04-22,I,N,"10"
"POINT (-117.148786932537 32.7194166196598)","96045",6285226.00000000000,1842729.00099999993,fjessie,2015-05-12,X,N,"13"
"POINT (-117.171057480245 32.7100617829554)","162616",6278346.33724999987,1839385.18375000008,rshort,2016-04-17,X,N,"13"
"POINT (-117.159312433258 32.7226486777897)","95265",6281999.00000000000,1843933.00000000000,rodonnell,2013-09-22,P,N,"14"
"POINT (-117.16021927332 32.7226172523863)","95274",6281720.00000000000,1843924.00000000000,rodonnell,2013-09-22,P,N,"14"
"POINT (-117.162046155525 32.7225735235475)","95281",6281158.00000000000,1843913.00000000000,rodonnell,2013-09-22,P,N,"14"
"POINT (-117.161141832335 32.7225334824152)","95288",6281435.99899999984,1843896.00000000000,rodonnell,2013-09-22,P,N,"14"
"POINT (-117.163958475312 32.7219992647982)","95420",6280568.03100000042,1843709.21600000001,fjessie,2015-10-05,P,N,"14"
"POINT (-117.16385740915 32.7219615454328)","95443",6280598.99399999995,1843695.21999999997,fjessie,2019-04-10,P,N,"14"
"POINT (-117.14838788486 32.7195019795387)","96026",6285349.00000000000,1842759.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148155934693 32.7193937283657)","96061",6285420.00000000000,1842719.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148114123992 32.7191191816751)","96127",6285431.99899999984,1842619.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148281722012 32.7189750385576)","96161",6285380.00000000000,1842567.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148078109162 32.7187758799851)","96232",6285442.00000000000,1842494.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148215469723 32.7185357592224)","96269",6285399.00000000000,1842407.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148419869617 32.7181742154814)","96331",6285335.00000000000,1842276.00000000000,fjessie,2015-05-12,P,N,"14"
"POINT (-117.148358156854 32.7178613346912)","96413",6285353.00000000000,1842162.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148081816321 32.7178633471948)","96414",6285438.00000000000,1842162.00000000000,adowling,2015-09-15,P,N,"14"
"POINT (-117.148217415325 32.716812428393)","96657",6285393.00000000000,1841780.00000000000,fjessie,2017-06-05,P,N,"14"
"POINT (-117.148274423278 32.7163447662747)","96774",6285374.00000000000,1841610.00000000000,fjessie,2017-06-05,P,N,"14"
"POINT (-117.148314027283 32.7157645446814)","96896",6285360.00000000000,1841399.00099999993,fjessie,2017-06-05,P,N,"14"
"POINT (-117.1485697933 32.7147017533933)","97161",6285278.00000000000,1841013.00000000000,fjessie,2017-06-05,P,N,"14"
"POINT (-117.148491129747 32.7136826288304)","97424",6285299.00000000000,1840642.00000000000,fjessie,2017-06-05,P,N,"14"
"POINT (-117.148098572475 32.708020804414)","98656",6285402.00000000000,1838580.99900000007,fjessie,2019-05-17,P,N,"14"
"POINT (-117.155757460118 32.7209597622703)","95669",6283087.00000000000,1843309.00000000000,fjessie,2016-04-20,N,N,"15"
"POINT (-117.148373952068 32.7146262217815)","97195",6285338.00000000000,1840985.00000000000,fjessie,2017-06-05,N,N,"15"
"POINT (-117.172634434368 32.7117020990842)","97834",6277866.55475000013,1839986.27300000004,fjessie,2016-03-30,N,N,"15"
"POINT (-117.165580965778 32.7104098914622)","98095",6280032.00000000000,1839497.00000000000,fjessie,2016-03-30,N,N,"15"
"POINT (-117.169184051044 32.7101879445837)","98154",6278923.00000000000,1839426.00000000000,fjessie,2016-03-30,N,N,"15"
"POINT (-117.161901856285 32.708312549353)","98537",6281156.99899999984,1838724.00000000000,fjessie,2015-09-06,N,N,"15"
"POINT (-117.154652231346 32.7083596627344)","98544",6283387.14499999955,1838721.71500000008,fjessie,2019-01-31,N,N,"15"
"POINT (-117.162540899513 32.705979831075)","99090",6280953.00000000000,1837877.00000000000,rodonnell,2013-09-22,N,N,"15"
